,Post Title,Description,Neighborhood,Price,No. Beds,SF,URL,lat,lon
122,Office with Warehouse for Lease w/ Parking Fashion District,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/prk/d/los-angeles-office-with-warehouse-for/7321644921.html""></div>
</div>
Newly renovated, 3,700 SF office and warehouse space with 5 gated parking next door. This office has ground floor entry, windows,  6 private offices, conference room area, and one large open-office bullpen layout. It also has a kitchen, dining area, storage space, lobby, central air conditioning, heating, new drywall, new floors, drop ceilings, sprinklers, and natural light throughout. 1,500 SF of warehouse on the ground floor. Potential for additional creative build-out, 2 renovated. The building has M2 zoning. Fashion District central, and very close to all areas of Downtown Los Angeles. Call for more information or tours at  <a class=""show-contact"" data-href=""/reply/lax/prk/7321644921/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
.<br/>
<br/>
TAGS: <br/>
fashion district dtla downtown office arts district art districts office creative studio space production shoots employee parking space real estate building commercial cubicle open layout bullpen bull skylights windows close metro train subway downtown los Angeles little Tokyo China Town echo park glassell designer design photography production stop motion studio studios lighting track set sets scene urban museum gallery Boyle heights chic design studio architecture adaptive reuse trophy hipster hip popular coffee shop art gallery artist animator startup tech startup techy startup vr virtual reality building brick polished cement high ceilings gated parking security guard condo live work play unit for lease sublease gallery art galleries show room VC venture capital showcase showroom display retail boutique willow zinc blue bottle coffee late fashion garment stylish brick cement bow truss 90023 90013 90021 90012 90022<br/>
</section>", (Los Angeles),"$4,000",,3700.0,https://losangeles.craigslist.org/lac/prk/d/los-angeles-office-with-warehouse-for/7321644921.html,34.028912,-118.260107
123,Office with Warehouse for Lease w/ Parking Fashion District,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/prk/d/los-angeles-office-with-warehouse-for/7321645286.html""></div>
</div>
Newly renovated, 3,700 SF office and warehouse space with 5 gated parking next door. This office has ground floor entry, windows,  6 private offices, conference room area, and one large open-office bullpen layout. It also has a kitchen, dining area, storage space, lobby, central air conditioning, heating, new drywall, new floors, drop ceilings, sprinklers, and natural light throughout. 1,500 SF of warehouse on the ground floor. Potential for additional creative build-out, 2 renovated. The building has M2 zoning. Fashion District central, and very close to all areas of Downtown Los Angeles. Call for more information or tours at  <a class=""show-contact"" data-href=""/reply/lax/prk/7321645286/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
.<br/>
<br/>
TAGS: <br/>
fashion district dtla downtown office arts district art districts office creative studio space production shoots employee parking space real estate building commercial cubicle open layout bullpen bull skylights windows close metro train subway downtown los Angeles little Tokyo China Town echo park glassell designer design photography production stop motion studio studios lighting track set sets scene urban museum gallery Boyle heights chic design studio architecture adaptive reuse trophy hipster hip popular coffee shop art gallery artist animator startup tech startup techy startup vr virtual reality building brick polished cement high ceilings gated parking security guard condo live work play unit for lease sublease gallery art galleries show room VC venture capital showcase showroom display retail boutique willow zinc blue bottle coffee late fashion garment stylish brick cement bow truss 90023 90013 90021 90012 90022<br/>
</section>", (Los Angeles),"$4,000",,3700.0,https://losangeles.craigslist.org/lac/prk/d/los-angeles-office-with-warehouse-for/7321645286.html,34.038640,-118.281135
124,Office with Warehouse for Lease w/ Parking Fashion District,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/prk/d/los-angeles-office-with-warehouse-for/7321645388.html""></div>
</div>
Newly renovated, 3,700 SF office and warehouse space with 5 gated parking next door. This office has ground floor entry, windows,  6 private offices, conference room area, and one large open-office bullpen layout. It also has a kitchen, dining area, storage space, lobby, central air conditioning, heating, new drywall, new floors, drop ceilings, sprinklers, and natural light throughout. 1,500 SF of warehouse on the ground floor. Potential for additional creative build-out, 2 renovated. The building has M2 zoning. Fashion District central, and very close to all areas of Downtown Los Angeles. Call for more information or tours at  <a class=""show-contact"" data-href=""/reply/lax/prk/7321645388/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
.<br/>
<br/>
TAGS: <br/>
fashion district dtla downtown office arts district art districts office creative studio space production shoots employee parking space real estate building commercial cubicle open layout bullpen bull skylights windows close metro train subway downtown los Angeles little Tokyo China Town echo park glassell designer design photography production stop motion studio studios lighting track set sets scene urban museum gallery Boyle heights chic design studio architecture adaptive reuse trophy hipster hip popular coffee shop art gallery artist animator startup tech startup techy startup vr virtual reality building brick polished cement high ceilings gated parking security guard condo live work play unit for lease sublease gallery art galleries show room VC venture capital showcase showroom display retail boutique willow zinc blue bottle coffee late fashion garment stylish brick cement bow truss 90023 90013 90021 90012 90022<br/>
</section>", (Los Angeles),"$4,000",,3700.0,https://losangeles.craigslist.org/lac/prk/d/los-angeles-office-with-warehouse-for/7321645388.html,34.029113,-118.256407
125,Office with Warehouse for Lease w/ Parking Fashion District,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/prk/d/los-angeles-office-with-warehouse-for/7321645485.html""></div>
</div>
Newly renovated, 3,700 SF office and warehouse space with 5 gated parking next door. This office has ground floor entry, windows,  6 private offices, conference room area, and one large open-office bullpen layout. It also has a kitchen, dining area, storage space, lobby, central air conditioning, heating, new drywall, new floors, drop ceilings, sprinklers, and natural light throughout. 1,500 SF of warehouse on the ground floor. Potential for additional creative build-out, 2 renovated. The building has M2 zoning. Fashion District central, and very close to all areas of Downtown Los Angeles. Call for more information or tours at  <a class=""show-contact"" data-href=""/reply/lax/prk/7321645485/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
.<br/>
<br/>
TAGS: <br/>
fashion district dtla downtown office arts district art districts office creative studio space production shoots employee parking space real estate building commercial cubicle open layout bullpen bull skylights windows close metro train subway downtown los Angeles little Tokyo China Town echo park glassell designer design photography production stop motion studio studios lighting track set sets scene urban museum gallery Boyle heights chic design studio architecture adaptive reuse trophy hipster hip popular coffee shop art gallery artist animator startup tech startup techy startup vr virtual reality building brick polished cement high ceilings gated parking security guard condo live work play unit for lease sublease gallery art galleries show room VC venture capital showcase showroom display retail boutique willow zinc blue bottle coffee late fashion garment stylish brick cement bow truss 90023 90013 90021 90012 90022<br/>
</section>", (Los Angeles),"$4,000",,3700.0,https://losangeles.craigslist.org/lac/prk/d/los-angeles-office-with-warehouse-for/7321645485.html,34.029113,-118.256407
126,"4,000 SF Warehouse space for rent with lot and offices","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/prk/d/los-angeles-4000-sf-warehouse-space-for/7324753904.html""></div>
</div>
Work in a central location, in Downtown Los Angeles, near all the major Freeways. This is a 4,000 SF, stand-alone, M2 zoned, private warehouse, with 15 foot high ceilings. Block built construction, insulated roof, and central AC in the offices. It features a gated parking yard in the back for 2± cars, and 3 striped private parking spaces in front. Property features a large open warehouse space, no columns, ( 3,200 SF ), 2 private restrooms, wet sink area, flat ceiling, not truss, secure fencing, double egress, high steel fences in the yard, 12-foot roll-up door, steel sliding gate, large curb cuts, and a dedicated power supply of 250 amps.  Perfect for creative space, retail, or light industrial. Call or text  <a class=""show-contact"" data-href=""/reply/lax/prk/7324753904/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
. <br/>
<br/>
Location: <br/>
Walking distance to the METRO, close to rails. Arts District adjacent in the Fashion District, near to Boyle Heights, adjacent to Downtown.  It's close to dining, parks, and shopping. Great for quick transportation, it's close to the 101 and 10 Freeway, and only one mile from Downtown Los Angeles. Call or text  <a class=""show-contact"" data-href=""/reply/lax/prk/7324753904/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
 <br/>
SPECS <br/>
Premises: 4,000 SF <br/>
Lot: Yes: 400 SF<br/>
Zoning: M2<br/>
Occupancy: Immediate<br/>
<br/>
FEATURES<br/>
2 Bathroom<br/>
High Ceilings<br/>
Close to Busses and to Metro<br/>
Downtown Fashion District<br/>
Ample Power<br/>
Gated Lot<br/>
Privacy fence<br/>
Vacant<br/>
<br/>
<br/>
Call or text The Arts District group for times to see the space  <a class=""show-contact"" data-href=""/reply/lax/prk/7324753904/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
.<br/>
<br/>
<br/>
Tags: parking storage lot food truck lot office creative studio production shoots employee parking space real estate building cubicle open layout bullpen skylights windows close metro train subway downtown los Angeles little Tokyo China Town echo park glassell designer design photography set urban Boyle heights chic design studio architecture adaptive reuse trophy hipster coffee shop art gallery artist animator startup tech start up building brick polished cement high ceilings gated parking security guard condo live work play unit for lease sublease gallery art galleries show room showcase boutique willow zinc blue bottle coffee late fashion garment stylish brick cement bow truss<br/>
<br/>
</section>", (Los Angeles),"$5,500",,4000.0,https://losangeles.craigslist.org/lac/prk/d/los-angeles-4000-sf-warehouse-space-for/7324753904.html,34.034312,-118.247007
127,Office with Warehouse for Lease w/ Parking Fashion District,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/prk/d/los-angeles-office-with-warehouse-for/7324753915.html""></div>
</div>
Work in a central location, in Downtown Los Angeles, near all the major Freeways. This is a 4,000 SF, stand-alone, M2 zoned, private warehouse, with 15 foot high ceilings. Block built construction, insulated roof, and central AC in the offices. It features a gated parking yard in the back for 2± cars, and 3 striped private parking spaces in front. Property features a large open warehouse space, no columns, ( 3,200 SF ), 2 private restrooms, wet sink area, flat ceiling, not truss, secure fencing, double egress, high steel fences in the yard, 12-foot roll-up door, steel sliding gate, large curb cuts, and a dedicated power supply of 250 amps.  Perfect for creative space, retail, or light industrial. Call or text  <a class=""show-contact"" data-href=""/reply/lax/prk/7324753915/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
. <br/>
<br/>
Location: <br/>
Walking distance to the METRO, close to rails. Arts District adjacent in the Fashion District, near to Boyle Heights, adjacent to Downtown.  It's close to dining, parks, and shopping. Great for quick transportation, it's close to the 101 and 10 Freeway, and only one mile from Downtown Los Angeles. Call or text  <a class=""show-contact"" data-href=""/reply/lax/prk/7324753915/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
 <br/>
SPECS <br/>
Premises: 4,000 SF <br/>
Lot: Yes: 400 SF<br/>
Zoning: M2<br/>
Occupancy: Immediate<br/>
<br/>
FEATURES<br/>
2 Bathroom<br/>
High Ceilings<br/>
Close to Busses and to Metro<br/>
Downtown Fashion District<br/>
Ample Power<br/>
Gated Lot<br/>
Privacy fence<br/>
Vacant<br/>
<br/>
<br/>
Call or text The Arts District group for times to see the space  <a class=""show-contact"" data-href=""/reply/lax/prk/7324753915/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
.<br/>
<br/>
<br/>
Tags: parking storage lot food truck lot office creative studio production shoots employee parking space real estate building cubicle open layout bullpen skylights windows close metro train subway downtown los Angeles little Tokyo China Town echo park glassell designer design photography set urban Boyle heights chic design studio architecture adaptive reuse trophy hipster coffee shop art gallery artist animator startup tech start up building brick polished cement high ceilings gated parking security guard condo live work play unit for lease sublease gallery art galleries show room showcase boutique willow zinc blue bottle coffee late fashion garment stylish brick cement bow truss<br/>
<br/>
</section>", (Los Angeles),"$5,500",,4000.0,https://losangeles.craigslist.org/lac/prk/d/los-angeles-office-with-warehouse-for/7324753915.html,34.027613,-118.239006
128,North Westlake 2+2 | EV Charging Stations | Private Balcony | Gym,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-north-westlake-22-ev/7312988371.html""></div>
</div>
Unit Availability : June 05, 2021<br/>
<br/>
Ultimately, home is all about the details. For an apartment home to be unique, it needs more than just a reasonable amount of living space; it needs amenities that enrich your life, in a place that enhances your experiences. At Grandview Towers, those details are our priority.<br/>
<br/>
As you explore your new apartment home, you'll notice a wide variety of thoughtful amenities. Look up and you'll see soaring vaulted ceilings, which create a feeling of space. Look down and you'll see immaculate hardwood and tile flooring. Run your hand along smooth granite countertops, and your eye can't help but wander to stainless steel appliances.<br/>
<br/>
Just steps away lies our fitness center, providing plenty of opportunities to help sustain your busy lifestyle. Look a little further at immaculately kept landscaping, where you can mingle and meet new friends and old. Look further yet, and you'll see you're surrounded by the diverse and laid-back community of Westlake. Parks, restaurants, and museums are available, and you're less than two minutes from downtown Los Angeles.<br/>
<br/>
Home is all about the details. If you're ready to take advantage of them, we're ready to have you. For more information about leasing, contact us online or by phone today.<br/>
<br/>
<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7312988371/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
www.thegrandviewtowers.com<br/>
<br/>
<br/>
APARTMENT AMENITIES<br/>
- Whirlpool Energy Efficient Washer and Dryer Unit<br/>
- Private Balconies<br/>
- Clear Glass Shower Enclosures<br/>
- Electronic Door Entry<br/>
- Recessed Lighting<br/>
- Generous Walk-in Closets<br/>
- Plank Flooring<br/>
- Cable Internet Phone ready <br/>
- 9' to 12' Foot Ceilings<br/>
- Italian Tile Kitchen Bathroom Flooring<br/>
<br/>
COMMUNITY AMENITIES<br/>
- Gym On Site<br/>
- Gated 2 Car Garage<br/>
- High Speed Internet<br/>
- Convenient Access to Several Major Freeways<br/>
- EV (Electric Vehicle) Charging Stations<br/>
- Professional On-Site Management<br/>
- Near Downtown Shopping, Dining, Entertainment<br/>
<br/>
<br/>
<br/>
401 South Grand View Street <br/>
Los Angeles, CA <br/>
91316 <br/>
<br/>
<br/>
Square Footage Is Approximate. <br/>
Price and availability are subject to change.<br/>
<br/>
<br/>
<br/>
Close to 101-fwy, 110-fwy, Handi Kabab House, TG Express, El Chino Restaurant, Luck Thai, HiFi Kitchen, Gus's Drive-in, Tommys, The Mexican Village, Boiling Crab, Kuishimbo, Staples Center, Dodger Stadium, Regal LA Live, Walt Disney Concert Hall, Fashion District, Santee Alley, LA Street Mall, Koreatown Plaza, Food4Less, Ralphs, Smart&amp;Final, Central City Value HS, Hoover St ES, Leo Politi ES, University Prep Value HS, Esperanza ES, Charles White ES, USC, LACC, DTLA, Koreatown, Hollywood, Los Feliz, Boyle Heights, ChinaTown, Silverlake    </section>",,"$2,653",2.0,975.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-north-westlake-22-ev/7312988371.html,34.063411,-118.275408
129,"3 BEDROOM 2 BA in North Westlake, Fitness Center, A/C, 1 Month Free","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-ba-in-north/7325674880.html""></div>
</div>
<h3>1 Month Free on Approved Credit</h3>
<br/>
<i>Square Footage Is Approximate. <br/>
Price and availability may change.<br/><br/></i>
<b>422 South Lake Apartments</b><br/>
422 South Lake Street, Los Angeles, CA 91316  <br/>
Call:  <a class=""show-contact"" data-href=""/reply/lax/apa/7325674880/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<hr/><br/>

422 South Lake is located in the historic Westlake neighborhood of Los Angeles. Granite countertops, stainless steel appliances, and endless views of beautiful Southern California are just a few of the amenities you'll find when you come home. Apartments are available now, and one of them just might be yours. <br/><br/>
Convenient parking means coming and going is a breeze. Stainless steel appliances give you the edge for your latest culinary masterpiece, and stylish granite countertops bring a touch of elegance. With all that, you can gaze out at captivating views of the neighborhood and greater Los Angeles. What better place to reflect on your place in this lively neighborhood. Whether 1 bedroom or 2 bedroom apartments for rent in Los Angeles, you can't beat the value of 422 South Lake.
<br/><br/><br/>
<b>Apartment Features</b><br/>
- Washer/Dryer in Unit <br/>
- Air Conditioning <br/>
- Balcony <br/>
- Disposal <br/>
- Dishwasher <br/>
- Carpeting <br/>
- Breakfast Nook <br/>
- Kitchen <br/>
<br/><br/>
<b>Community Features</b><br/>
- Fitness Center <br/>
- KeyFob Entry <br/>
- Controlled Access/Gated <br/>
- On-Site Maintenance <br/>
- EV (Electric Vehicle) Charging Stations <br/>
- Elevator <br/>
- Gameroom <br/>
<br/><br/>
<b>Contact Information</b><br/>
Viewing or Leasing Information<br/>
Call:  <a class=""show-contact"" data-href=""/reply/lax/apa/7325674880/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
Visit: www.422southlake.com
<br/>
<hr/><br/>
<b>Location Benefits</b><br/>
<i>( near 101 freeway and 110 freeway )</i><br/>
Nearby Cities: Koreatown, Boyle Heights, DTLA, ChinaTown, Silverlake, Hollywood, Los Feliz<br/>
</section>", (Los Angeles / North Westlake / Korea Town Adj),"$2,995",3.0,1145.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-ba-in-north/7325674880.html,34.062000,-118.274399
130,Chill roommate wanted to share house with a view,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/sgv/roo/d/los-angeles-chill-roommate-wanted-to/7322068338.html""></div>
</div>
PLEASE READ ENTIRE AD BEFORE CONTACTING ME. ROOM AVAILABLE JUNE 1ST.<br/>
Looking for a chill roommate to share my home in the hills of East LA (City Terrace).<br/>
<br/>
Max: 1 person<br/>
Rent: $940/mo + $35/mo utilities<br/>
Wifi and laundry included<br/>
Semi-private bath (read details below)<br/>
<br/>
SPECIAL: $150 off 1st month's rent. <br/>
MOVE-IN: June 1st<br/>
<br/>
Are you a chill person looking for someone relaxed to share a home with? Looking for a central hub to all of LA? Look no further. My home is located very central to everything.<br/>
<br/>
I have a great view, a new waterfall/pond and a great porch/zen garden to relax and enjoy the view.  My home faces west so there are incredible sunsets all the time.  I also have a nice BBQ area next to the pond.  Check out my pictures.<br/>
<br/>
Central to: DTLA, Alhambra, Boyle Heights, White Memorial &amp; USC Keck Hospital<br/>
Fwys: 5, 10, 110, 101 &amp; 710 fwys<br/>
Public trans: bus stop half block away &amp; Gold line less than 1m away<br/>
<br/>
INCLUDED IN RENT:<br/>
<br/>
-You get a free parking space in the driveway (for 1 vehicle)<br/>
-Free wifi<br/>
-Free laundry in house<br/>
-Semi private bathroom (see details below)<br/>
-Use of main fridge PLUS a mini fridge in your room.<br/>
-New mini split heating and cooling system in your room with remote to set temp to your desired level (ultra quiet)<br/>
-Multi-drawer dresser shown in pictures will remain in your room for your use <br/>
(all other furniture in pics NOT included)<br/>
<br/>
*You will need your own tv and computer for your room.<br/>
<br/>
EXTRA DETAILS ABOUT YOUR ROOM:<br/>
<br/>
-Bedroom has direct access to main bathroom - 75% of the time your bath will be your private bath (I have a half bath so I will only share your bath for shower/bath time and when there are guests in the house. There is a 2nd entrance to your bath from the hallway so no one will pass thru your room when using the bathroom).<br/>
<br/>
NOTE:  This is a no smoking house, low key, not a party house. Looking for someone responsible and courteous of each other's space and willing and able to clean after themselves.<br/>
<br/>
ADDITIONAL NOTE:  I have 1 cat &amp; as of a couple weeks ago, a small dog as well (he wandered into my yard and decided this is his home).  If you want to live with me, you must be a pet lover.  My house is small though so I can't have any more pets but you are more than welcome to snuggle with mine.  The dog in particular, loves being in people's laps all the time.<br/>
<br/>
<br/>
LEASE TERM = 6 months OR 1 year (then month to month)<br/>
<br/>
Rent: $940/mo<br/>
Utilities: $35/mo<br/>
Wifi: included<br/>
Deposit: $940<br/>
<br/>
SPECIAL: $150 off 1st month's rent<br/>
<br/>
NEEDED FOR MOVE-IN:<br/>
-2 months of bank statements<br/>
-3 paystubs (no unemployment)<br/>
-First month’s rent + deposit (can split deposit over 1st two months)<br/>
<br/>
<br/>
IMPORTANT NOTE: To exclude scammers, if you text me please start your text by typing: ""Soma2021!""<br/>
<br/>
There are so many scammers out there these days so if you don't include this passcode, I won't respond. Thanks for understanding! I look forward to meeting you soon.<br/>
<br/>
NOTE: I will not reply to requests that ask me to contact someone other than yourself.<br/>
<br/>
THANKS AND HAPPY HUNTING! :)<br/>
</section>", (East LA - move-in June 1st),$940,1.0,125.0,https://losangeles.craigslist.org/sgv/roo/d/los-angeles-chill-roommate-wanted-to/7322068338.html,34.045100,-118.185900
131,DTLA ADJ. 2 Bedroom 2 BA | W/D | A/C | Balcony | Fitness Center,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-dtla-adj-bedroom-ba-d-c/7315572857.html""></div>
</div>
422 South Lake is located in the historic Westlake neighborhood of Los Angeles. Granite countertops, stainless steel appliances, and endless views of beautiful Southern California are just a few of the amenities you'll find when you come home. Apartments are available now, and one of them just might be yours. <br/>
<br/>
Convenient parking means coming and going is a breeze. Stainless steel appliances give you the edge for your latest culinary masterpiece, and stylish granite countertops bring a touch of elegance. With all that, you can gaze out at captivating views of the neighborhood and greater Los Angeles. What better place to reflect on your place in this lively neighborhood. Whether 1 bedroom or 2 bedroom apartments for rent in Los Angeles, you can't beat the value of 422 South Lake. <br/>
<br/>
<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7315572857/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
www.422southlake.com<br/>
<br/>
<br/>
APARTMENT AMENITIES<br/>
- Air Conditioning<br/>
- Dishwasher<br/>
- Balcony<br/>
- Disposal<br/>
- Breakfast Nook<br/>
- Kitchen<br/>
- Carpeting<br/>
- Washer/Dryer in Unit<br/>
<br/>
COMMUNITY AMENITIES<br/>
- Controlled Access/Gated<br/>
- KeyFob Entry<br/>
- Elevator<br/>
- EV (Electric Vehicle) Charging Stations<br/>
- On-Site Maintenance<br/>
- Fitness Center<br/>
- Gameroom<br/>
<br/>
<br/>
<br/>
422 South Lake Street <br/>
Los Angeles, CA <br/>
91316 <br/>
<br/>
<br/>
<br/>
<br/>
<br/>
<br/>
Square Footage Is Approximate. <br/>
Price and availability are subject to change.<br/>
<br/>
<br/>
<br/>
<br/>
Close to 101-fwy, 110-fwy, Handi Kabab House, TG Express, El Chino Restaurant, Luck Thai, HiFi Kitchen, Gus's Drive-in, Tommys, The Mexican Village, Boiling Crab, Kuishimbo, Staples Center, Dodger Stadium, Regal LA Live, Walt Disney Concert Hall, Fashion District, Santee Alley, LA Street Mall, Koreatown Plaza, Food4Less, Ralphs, Smart&amp;Final, Central City Value HS, Hoover St ES, Leo Politi ES, University Prep Value HS, Esperanza ES, Charles White ES, USC, LACC, DTLA, Koreatown, Hollywood, Los Feliz, Boyle Heights, ChinaTown, Silverlake    </section>", (Los Angeles / Westlake ADJ / DTLA ADJ),"$2,550",2.0,905.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-dtla-adj-bedroom-ba-d-c/7315572857.html,34.061955,-118.274560
132,1 Bedroom in Koreatown Adj | Fitness Center | Newly Built,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-in-koreatown-adj/7325533631.html""></div>
</div>
Not all apartment communities are created equal. To stand out in a highly competitive field, there are two factors a successful community needs to focus on. First, they need to offer amenities that, quite simply, you can't live without. Second, the community needs to be located somewhere desirable. So what makes Valley Street Apartments special?<br/>
When you come home to Valley St. Apartments, you'll enjoy a place that's designed with comfort, convenience, and functionality in mind. Assigned parking spaces means that the days of endlessly hunting for a place to park are over. You'll see that hardwood flooring and a suite of kitchen appliances allow you to experience the convenience and comfort of modern living. Our fitness center lets you stay active no matter the weather, and on-site laundry facilities reduce the annoyance of that one chore.<br/>
<br/>
You'll find us between the popular neighborhoods of Echo Park and Silver Lake. Our community offers many parks, shopping options, historic Los Angeles landmarks, and so much more. And with access to the wider world through easy freeway access and convenient commuter rail stations, exploring your new neighborhood has never been easier.<br/>
<br/>
Maybe this sounds perfect for you and your family and you're ready to join us, making here your next home. If so, you'll want to act fast, because our apartments won't last long and demand is high. Contact us online or by phone today.<br/>
<br/>
<br/>
Call:  <a class=""show-contact"" data-href=""/reply/lax/apa/7325533631/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
Community Amenities<br/>
- Security System<br/>
- High Speed Internet Access<br/>
- Fitness Center<br/>
- Laundry Facilities<br/>
<br/>
Apartment Amenities<br/>
- Dishwasher<br/>
- Refrigerator<br/>
- Air Conditioning<br/>
- Microwave<br/>
- Disposal<br/>
- Hardwood Floors<br/>
- Heating<br/>
- Smoke Free<br/>
- Range<br/>
- Kitchen<br/>
<br/>
<br/>
2300 West Valley Street <br/>
Los Angeles, CA <br/>
90057<br/>
<br/>
<br/>
Price &amp; availability are subject to change.<br/>
Sq footage may not be exact.<br/>
<br/>
<br/>
Handi Kabab House, TG Express, El Chino Restaurant, Luck Thai, HiFi Kitchen, Gus's Drive-in, Tommys, The Mexican Village, Boiling Crab, Kuishimbo, Staples Center, Dodger Stadium, Regal LA Live, Walt Disney Concert Hall, Fashion District, Santee Alley, LA Street Mall, Koreatown Plaza, Food4Less, Ralphs, Smart&amp;Final, Central City Value HS, Hoover St ES, Leo Politi ES, University Prep Value HS, Esperanza ES, Charles White ES, USC, LACC, 101-fwy, 110-fwy, Los Feliz, Boyle Heights, ChinaTown, Silverlake, DTLA, Koreatown, Hollywood    </section>", (DTLA Adj),"$2,100",1.0,1075.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-in-koreatown-adj/7325533631.html,34.065915,-118.273467
