,Post Title,Description,Neighborhood,Price,No. Beds,SF,URL,lat,lon
199,2 MONTHS FREE RENT! Gorgeous 3 Bed 2 Loft w/ Parking!Hurry up!!,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-months-free-rent-gorgeous/7316263043.html""></div>
</div>
<big>
<big>
<b>Brand New 3 Bedroom Loft / 2 Bathroom</b>
</big>
</big>
<br/>
<br/>
<b>Property Address</b>
<br/>
4557 Rosewood Ave - Unit 3 | Los Angeles, CA 90004
<br/>

  Available: Now

<br/>
<br/>
<b>Offered By</b>
<br/>
LionsHead Management |  <a class=""show-contact"" data-href=""/reply/lax/apa/7316263043/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
<hr/>
<br/>
<b>Description</b>
<blockquote>
    Welcome to The Rosewood in East Hollywood!
<br/>
<br/>Here you'll find dreamy - New - Gorgeous - High Ceiling apartments each with a Private Terrace, Garage Parking, Rooftop Lounge &amp; Magnificent City Views all in a Central Location!! Be the first to move into these sparkling new apartments!!
<br/>
<br/>Brand New Stainless Steel Appliances:
<br/>• Refrigerator
<br/>• Microwave
<br/>• Stove/Oven
<br/>• Dishwasher
<br/>• Washer/Dryer
<br/>• Garbage Disposal
<br/>
<br/>Each unit features an Open Floor Plan with High Ceilings that provide tons of natural light.
<br/>
<br/>About the apartments:
<br/>• 1 bedroom/1 bathroom
<br/>• Private Terrace
<br/>• Gated Entry, Gated Underground Parking 1-2 spots per unit
<br/>• Extra Storage
<br/>• A Rooftop Lounge with amazing views of the Hollywood sign &amp; DTLA
<br/>• Centrally Located with easy access to the 101, Vermont/Beverly Red Line Station &amp; LA Metro Buses 14, 206, 207
<br/>• Some Pets allowed upon approval &amp; required pet deposit
<br/>
<br/>The Rosewood is a short distance to Silverlake &amp; Larchmont Village, Los Feliz, Hollywood, Koreatown &amp; Wilshire.
<br/>
<br/>With a hip vibe, East Hollywood is the place to be!
<br/>
<br/>Please contact Ellis  <a class=""show-contact"" data-href=""/reply/lax/apa/7316263043/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to set up a time to tour the unit.
  </blockquote>
<b>Amenities</b>
<ul>
<li>Refrigerator</li>
<li>Ice Dispenser</li>
<li>Microwave</li>
<li>Dishwasher</li>
<li>Garbage Disposal</li>
<li>Gas Range</li>
<li>Oven</li>
<li>In-Unit Washer/Dryer</li>
<li>Smart Thermostat</li>
<li>Central Air</li>
<li>Rooftop Deck</li>
<li>Secure Parking</li>
</ul>
<b>Details</b>
<ul>
<li>Beds/Baths: 3BD/2.0BA</li>
<li>Square Feet: 1,042</li>
</ul>
<b>Rental Terms</b>
<ul>
<li>Rent: $3,395.00 

    <li>Available: Now
    <li>Application Fee: $50.00
    <li>Security Deposit: $3,195.00

  </li></li></li></li></ul>
<b>Pet Policy</b>
<ul>
<li>Cats allowed</li>
<li>Small dogs allowed</li>
</ul>
 </section>", (Los Angeles),"$3,100",3.0,1042.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-months-free-rent-gorgeous/7316263043.html,34.076200,-118.302900
200,"Balcony, central air, fireplace, wood floors, quiet","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-balcony-central-air/7314854720.html""></div>
</div>
<b><i>Award Winning Apartment Complex!</i></b><br/>
<br/>
<b><i>Modern Hollywood Lifestyle-Easy living-Great Comfort</i></b><br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7314854720/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 DO NOT TEXT THIS NUMBER to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<b>Rent Requirements:</b>
<li>Minimum income of 2.5 times the rent(gross income)</li>
<li>Good rental history (no evictions)</li>
<li>Social security and ID cards</li>
<li>Average security deposit is equal to one month's rent</li>
<li>Good or excellent credit</li>
<hr/>
<br/>
<b>Modern and stylish fully remodeled 1 bedroom Apartment featuring:</b>
<li>Bright unit</li>
<li>Large balcony</li>
<li>Rich tile and new wood floors</li>
<li>New Stainless steel dishwasher and stove</li>
<li>Central heat and air</li>
<li>Large closets</li>
<li>Large bath</li>
<li>Cozy stone fireplace</li>
<br/>
<li>Beautiful, well kept and maintained building with lush palm tree courtyard</li>
<li>Laundry facility</li>
<li>Cat Friendly (no pet rent). Restrictions apply</li>
<li>Landlord pays for water, trash, and gardener</li>
<li>Quiet, friendly, and professional community</li>
<br/>
<hr/>
We are close to everything; The Hollywood and Highland mall center, The new W hotel and night club, Trader Joe's, Whole Foods, boutiques and trendy shops.
<br/>
We're located at in the heart of Hollywood between Lexington and Fountain Ave., 2 blocks east of Highland<br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7314854720/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<br/>
<hr/>
<br/>
<br/>
<br/>
<br/>
tags: hollywood loft, hollywood apartments, apartments in hollywood, pet friendly, central heat and air, fireplace, tile floors, stainless steel appliances, fans, granite, balcony, large closets, view, on-site manager, quiet building, parking available, gated parking,    </section>", (Hollywood),"$1,695",1.0,800.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-balcony-central-air/7314854720.html,34.093025,-118.335410
201,"Bright unit with balcony, wood floors, quiet, fireplace, large bath","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-unit-with-balcony/7314855265.html""></div>
</div>
<b><i>Award Winning Apartment Complex!</i></b><br/>
<br/>
<b><i>Modern Hollywood Lifestyle-Easy living-Great Comfort</i></b><br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7314855265/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 DO NOT TEXT THIS NUMBER to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<b>Rent Requirements:</b>
<li>Minimum income of 2.5 times the rent(gross income)</li>
<li>Good rental history (no evictions)</li>
<li>Social security and ID cards</li>
<li>Average security deposit is equal to one month's rent</li>
<li>Good or excellent credit</li>
<hr/>
<br/>
<b>Modern and stylish fully remodeled 1 bedroom Apartment featuring:</b>
<li>Bright unit</li>
<li>Large balcony</li>
<li>Rich tile and new wood floors</li>
<li>New Stainless steel dishwasher and stove</li>
<li>Refrigerator</li>
<li>Central heat and air</li>
<li>Large closets</li>
<li>Large bathroom</li>
<li>Cozy stone fireplace</li>
<br/>
<li>Beautiful, well kept and maintained building with lush palm tree courtyard</li>
<li>Laundry facility</li>
<li>Cat Friendly (no pet rent). Restrictions apply</li>
<li>Landlord pays for water, trash, and gardener</li>
<li>Quiet, friendly, and professional community</li>
<li>Non-smoking community</li>
<br/>
<hr/>
We are close to everything; The Hollywood and Highland mall center, The new W hotel and night club, Trader Joe's, Whole Foods, boutiques and trendy shops.
<br/>
We're located at in the heart of Hollywood between Lexington and Fountain Ave., 2 blocks east of Highland<br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7314855265/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<br/>
<hr/>
<br/>
<br/>
<br/>
<br/>
tags: Hollywood loft, Hollywood apartments, apartments in Hollywood, pet friendly, central heat and air, fireplace, tile floors, stainless steel appliances, fans, granite, balcony, large closets, view, on-site manager, quiet building, parking available, gated parking,    </section>", (Hollywood),"$1,695",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-unit-with-balcony/7314855265.html,34.093025,-118.335410
202,"Bright unit with balcony, wood floors, quiet, fireplace, large bath","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-unit-with-balcony/7314855556.html""></div>
</div>
<b><i>Award Winning Apartment Complex!</i></b><br/>
<br/>
<b><i>Modern Hollywood Lifestyle-Easy living-Great Comfort</i></b><br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7314855556/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 DO NOT TEXT THIS NUMBER to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<b>Rent Requirements:</b>
<li>Minimum income of 2.5 times the rent(gross income)</li>
<li>Good rental history (no evictions)</li>
<li>Social security and ID cards</li>
<li>Average security deposit is equal to one month's rent</li>
<li>Good or excellent credit</li>
<hr/>
<br/>
<b>Modern and stylish fully remodeled 1 bedroom Apartment featuring:</b>
<li>Bright unit</li>
<li>Large balcony</li>
<li>Rich tile and new wood floors</li>
<li>New Stainless steel dishwasher and stove</li>
<li>Refrigerator</li>
<li>Central heat and air</li>
<li>Large closets</li>
<li>Large bathroom</li>
<li>Cozy stone fireplace</li>
<br/>
<li>Beautiful, well kept and maintained building with lush palm tree courtyard</li>
<li>Laundry facility</li>
<li>Cat Friendly (no pet rent). Restrictions apply</li>
<li>Landlord pays for water, trash, and gardener</li>
<li>Quiet, friendly, and professional community</li>
<li>Non-smoking community</li>
<br/>
<hr/>
We are close to everything; The Hollywood and Highland mall center, The new W hotel and night club, Trader Joe's, Whole Foods, boutiques and trendy shops.
<br/>
We're located at in the heart of Hollywood between Lexington and Fountain Ave., 2 blocks east of Highland<br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7314855556/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<br/>
<hr/>
<br/>
<br/>
<br/>
<br/>
tags: Hollywood loft, Hollywood apartments, apartments in Hollywood, pet friendly, central heat and air, fireplace, tile floors, stainless steel appliances, fans, granite, balcony, large closets, view, on-site manager, quiet building, parking available, gated parking,    </section>", (Hollywood),"$1,695",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-unit-with-balcony/7314855556.html,34.093025,-118.335410
203,"Balcony,central air,wood floors,large kitchen,large bath","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-balconycentral-airwood/7314891057.html""></div>
</div>
<b><i>Award Winning Apartment Complex!</i></b><br/>
<br/>
<b><i>Modern Hollywood Lifestyle-Easy living-Great Comfort</i></b><br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7314891057/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 DO NOT TEXT THIS NUMBER to schedule a viewing.  Ask to see Apt. 101. By appointment only.</i></b>
<hr/>
<b>Rent Requirements:</b>
<li>Minimum income of 2.5 times the rent(gross income)</li>
<li>Good rental history (no evictions)</li>
<li>Social security and ID cards</li>
<li>Average security deposit is equal to one month's rent</li>
<li>Good or excellent credit</li>
<hr/>
<br/>
<b>Modern and stylish fully remodeled 1 bedroom Apartment featuring:</b>
<li>Bright unit</li>
<li>Washer and Dryer hock-ups</li>
<li>Large balcony</li>
<li>Rich tile and new wood floors</li>
<li>New Stainless steel dishwasher and stove</li>
<li>Refrigerator</li>
<li>Central heat and air</li>
<li>Large closets</li>
<li>Large bathroom</li>
<li>Cozy stone fireplace</li>
<br/>
<li>Beautiful, well kept and maintained building with lush palm tree courtyard</li>
<li>Gated underground parking INCLUDED!</li>
<li>Laundry facility</li>
<li>Cat Friendly (no pet rent). Restrictions apply</li>
<li>Landlord pays for water, trash, and gardener</li>
<li>Quiet, friendly, and professional community</li>
<li>Non-smoking community</li>
<br/>
<hr/>
We are close to everything; The Hollywood and Highland mall center, The new W hotel and night club, Trader Joe's, Whole Foods, boutiques and trendy shops.
<br/>
We're located at in the heart of Hollywood between Lexington and Fountain Ave., 2 blocks east of Highland<br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7314891057/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 101. By appointment only.</i></b>
<hr/>
<br/>
<hr/>
<br/>
<br/>
<br/>
<br/>
tags: Hollywood loft, Hollywood apartments, apartments in Hollywood, pet friendly, central heat and air, fireplace, tile floors, stainless steel appliances, fans, granite, balcony, large closets, view, on-site manager, quiet building, parking available, gated parking,    </section>", (Los Angeles),"$1,695",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-balconycentral-airwood/7314891057.html,34.093025,-118.335410
204,"Remodeled; wood floors, fireplace, central air, balcony, large closets","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-remodeled-wood-floors/7316856338.html""></div>
</div>
<b><i>Award Winning Apartment Complex!</i></b><br/>
<br/>
<b><i>Modern Hollywood Lifestyle-Easy living-Great Comfort</i></b><br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7316856338/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 DO NOT TEXT THIS NUMBER to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<b>Rent Requirements:</b>
<li>Minimum income of 2.5 times the rent(gross income)</li>
<li>Good rental history (no evictions)</li>
<li>Social security and ID cards</li>
<li>Average security deposit is equal to one month's rent</li>
<li>Good or excellent credit</li>
<hr/>
<br/>
<b>Modern and stylish fully remodeled 1 bedroom Apartment featuring:</b>
<li>Bright unit</li>
<li>Large balcony</li>
<li>Rich tile and new wood floors</li>
<li>New Stainless steel dishwasher and stove</li>
<li>Refrigerator</li>
<li>Central heat and air</li>
<li>Large closets</li>
<li>Large bathroom</li>
<li>Cozy stone fireplace</li>
<br/>
<li>Beautiful, well kept and maintained building with lush palm tree courtyard</li>
<li>Laundry facility</li>
<li>Assigned underground parking included</li>
<li>Cat Friendly (no pet rent). Restrictions apply</li>
<li>Landlord pays for water, trash, and gardener</li>
<li>Quiet, friendly, and professional community</li>
<li>Non-smoking community</li>
<br/>
<hr/>
We are close to everything; The Hollywood and Highland mall center, The new W hotel and night club, Trader Joe's, Whole Foods, boutiques and trendy shops.
<br/>
We're located at in the heart of Hollywood between Lexington and Fountain Ave., 2 blocks east of Highland<br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7316856338/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<br/>
<hr/>
<br/>
<br/>
<br/>
<br/>
tags: Hollywood loft, Hollywood apartments, apartments in Hollywood, pet friendly, central heat and air, fireplace, tile floors, stainless steel appliances, fans, granite, balcony, large closets, view, on-site manager, quiet building, parking available, gated parking,    </section>", (Hollywood),"$1,695",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-remodeled-wood-floors/7316856338.html,34.093025,-118.335410
205,"Balcony,central air,wood floors,large kitchen,large bath","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-balconycentral-airwood/7316856505.html""></div>
</div>
<b><i>Award Winning Apartment Complex!</i></b><br/>
<br/>
<b><i>Modern Hollywood Lifestyle-Easy living-Great Comfort</i></b><br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7316856505/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 -please don't text this number-to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<b>Rent Requirements:</b>
<li>Minimum income of 2.5 times the rent(gross income)</li>
<li>Good rental history (no evictions)</li>
<li>Social security and ID cards</li>
<li>Average security deposit is equal to one month's rent</li>
<li>Good or excellent credit</li>
<hr/>
<br/>
<b>Modern and stylish fully remodeled 1 bedroom Apartment featuring:</b>
<li>Bright unit</li>
<li>Large balcony</li>
<li>Rich tile and new wood floors</li>
<li>New Stainless steel dishwasher and stove</li>
<li>Refrigerator</li>
<li>Central heat and air</li>
<li>Large closets</li>
<li>Large bathroom</li>
<li>Cozy stone fireplace</li>
<br/>
<li>Beautiful, well kept and maintained building with lush palm tree courtyard</li>
<li>Laundry facility</li>
<li>Cat Friendly (no pet rent). Restrictions apply</li>
<li>Landlord pays for water, trash, and gardener</li>
<li>Quiet, friendly, and professional community</li>
<li>Non-smoking community</li>
<br/>
<hr/>
We are close to everything; The Hollywood and Highland mall center, The new W hotel and night club, Trader Joe's, Whole Foods, boutiques and trendy shops.
<br/>
We're located at in the heart of Hollywood between Lexington and Fountain Ave., 2 blocks east of Highland<br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7316856505/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<br/>
<hr/>
<br/>
<br/>
<br/>
<br/>
tags: Hollywood loft, Hollywood apartments, apartments in Hollywood, pet friendly, central heat and air, fireplace, tile floors, stainless steel appliances, fans, granite, balcony, large closets, view, on-site manager, quiet building, parking available, gated parking,    </section>", (Hollywood),"$1,695",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-balconycentral-airwood/7316856505.html,34.093025,-118.335410
206,"Bright unit with balcony, central air, quiet, wood floors, fireplace","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-unit-with-balcony/7316856667.html""></div>
</div>
<b><i>Award Winning Apartment Complex!</i></b><br/>
<br/>
<b><i>Modern Hollywood Lifestyle-Easy living-Great Comfort</i></b><br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7316856667/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<b>Rent Requirements:</b>
<li>Minimum income of 2.5 times the rent(gross income)</li>
<li>Good rental history (no evictions)</li>
<li>Social security and ID cards</li>
<li>Average security deposit is equal to one month's rent</li>
<li>Good or excellent credit</li>
<hr/>
<br/>
<b>Modern and stylish fully remodeled 1 bedroom Apartment featuring:</b>
<li>Bright unit</li>
<li>Large balcony</li>
<li>Rich tile and new wood floors</li>
<li>New Stainless steel dishwasher and stove</li>
<li>Refrigerator</li>
<li>Central heat and air</li>
<li>Large closets</li>
<li>Large bathroom</li>
<li>Cozy stone fireplace</li>
<br/>
<li>Beautiful, well kept and maintained building with lush palm tree courtyard</li>
<li>Laundry facility</li>
<li>Assigned underground parking included</li>
<li>Cat Friendly (no pet rent). Restrictions apply</li>
<li>Landlord pays for water, trash, and gardener</li>
<li>Quiet, friendly, and professional community</li>
<li>Non-smoking community</li>
<br/>
<hr/>
We are close to everything; The Hollywood and Highland mall center, The new W hotel and night club, Trader Joe's, Whole Foods, boutiques and trendy shops.
<br/>
We're located at in the heart of Hollywood between Lexington and Fountain Ave., 2 blocks east of Highland<br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7316856667/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<br/>
<hr/>
<br/>
<br/>
<br/>
<br/>
tags: Hollywood loft, Hollywood apartments, apartments in Hollywood, pet friendly, central heat and air, fireplace, tile floors, stainless steel appliances, fans, granite, balcony, large closets, view, on-site manager, quiet building, parking available, gated parking,    </section>", (Hollywood),"$1,695",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-unit-with-balcony/7316856667.html,34.093025,-118.335410
207,"Balcony,central air,wood floors,large kitchen,large bath","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-balconycentral-airwood/7316856834.html""></div>
</div>
<b><i>Award Winning Apartment Complex!</i></b><br/>
<br/>
<b><i>Modern Hollywood Lifestyle-Easy living-Great Comfort</i></b><br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7316856834/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 -please don't text this number-to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<b>Rent Requirements:</b>
<li>Minimum income of 2.5 times the rent(gross income)</li>
<li>Good rental history (no evictions)</li>
<li>Social security and ID cards</li>
<li>Average security deposit is equal to one month's rent</li>
<li>Good or excellent credit</li>
<hr/>
<br/>
<b>Modern and stylish fully remodeled 1 bedroom Apartment featuring:</b>
<li>Bright unit</li>
<li>Large balcony</li>
<li>Rich tile and new wood floors</li>
<li>New Stainless steel dishwasher and stove</li>
<li>Refrigerator</li>
<li>Central heat and air</li>
<li>Large closets</li>
<li>Large bathroom</li>
<li>Cozy stone fireplace</li>
<br/>
<li>Beautiful, well kept and maintained building with lush palm tree courtyard</li>
<li>Laundry facility</li>
<li>Cat Friendly (no pet rent). Restrictions apply</li>
<li>Landlord pays for water, trash, and gardener</li>
<li>Quiet, friendly, and professional community</li>
<li>Non-smoking community</li>
<br/>
<hr/>
We are close to everything; The Hollywood and Highland mall center, The new W hotel and night club, Trader Joe's, Whole Foods, boutiques and trendy shops.
<br/>
We're located at in the heart of Hollywood between Lexington and Fountain Ave., 2 blocks east of Highland<br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7316856834/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 110. By appointment only.</i></b>
<hr/>
<br/>
<hr/>
<br/>
<br/>
<br/>
<br/>
tags: Hollywood loft, Hollywood apartments, apartments in Hollywood, pet friendly, central heat and air, fireplace, tile floors, stainless steel appliances, fans, granite, balcony, large closets, view, on-site manager, quiet building, parking available, gated parking,    </section>", (Hollywood),"$1,695",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-balconycentral-airwood/7316856834.html,34.093025,-118.335410
208,"Balcony,central air,wood floors,large kitchen,large bath, fireplace","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-balconycentral-airwood/7321748304.html""></div>
</div>
<b><i>Award Winning Apartment Complex!</i></b><br/>
<br/>
<b><i>Modern Hollywood Lifestyle-Easy living-Great Comfort</i></b><br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7321748304/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 101. By appointment only.</i></b>
<hr/>
<b>Rent Requirements:</b>
<li>Minimum income of 2.5 times the rent(gross income)</li>
<li>Good rental history (no evictions)</li>
<li>Social security and ID cards</li>
<li>Average security deposit is equal to one month's rent</li>
<li>Good or excellent credit</li>
<hr/>
<br/>
<b>Modern and stylish fully remodeled 1 bedroom Apartment featuring:</b>
<li>Bright unit</li>
<li>Large balcony</li>
<li>Rich tile and new wood floors</li>
<li>New Stainless steel dishwasher and stove</li>
<li>Refrigerator</li>
<li>Central heat and air</li>
<li>Large closets</li>
<li>Large bathroom</li>
<li>Cozy stone fireplace</li>
<li>Washer and Dryer ready</li>
<br/>
<li>Beautiful, well kept and maintained building with lush palm tree courtyard</li>
<li>Laundry facility</li>
<li>Assigned underground parking included</li>
<li>Cat Friendly (no pet rent). Restrictions apply</li>
<li>Landlord pays for water, trash, and gardener</li>
<li>Quiet, friendly, and professional community</li>
<li>Non-smoking community</li>
<br/>
<hr/>
We are close to everything; The Hollywood and Highland mall center, The new W hotel and night club, Trader Joe's, Whole Foods, boutiques and trendy shops.
<br/>
We're located at in the heart of Hollywood between Lexington and Fountain Ave., 2 blocks east of Highland<br/>
<br/>
<b><i>Call  <a class=""show-contact"" data-href=""/reply/lax/apa/7321748304/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing.  Ask to see Apt. 101. By appointment only.</i></b>
<hr/>
<br/>
<hr/>
<br/>
<br/>
<br/>
<br/>
tags: Hollywood loft, Hollywood apartments, apartments in Hollywood, pet friendly, central heat and air, fireplace, tile floors, stainless steel appliances, fans, granite, balcony, large closets, view, on-site manager, quiet building, parking available, gated parking,    </section>", (Hollywood),"$1,695",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-balconycentral-airwood/7321748304.html,34.093025,-118.335410
