,Unnamed: 0,Post Title,Description,Neighborhood,Price,No. Beds,SF,URL,lat,lon,geometry,code_words,cw_present
10,10,Common Work Space -  Garage - W/D - 1 Bed 1 Bath in Highland Park,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-common-work-space-garage-d/7320087833.html""></div>
</div>
<h4>unit availability : june 05, 2021</h4>
<u>community amenities:</u><br/>
- mailroom <br/>
- off street parking <br/>
- ev (electric vehicle) charging stations <br/>
- covered parking <br/>
- garage <br/>
- common work space <br/>
- laundry facilities <br/><br/>
<u>apartment amenities:</u><br/>
- central air <br/>
- hardwood floors <br/>
- private patio <br/>
- dishwasher <br/>
- walk-in closet <br/>
- electronic thermostat <br/>
- in unit washer and dryer <br/>
- microwave <br/>
- open shelving <br/>
- energy efficient appliances <br/>
- refrigerator (in select units) <br/>
</section>",,"$2,000",1.0,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-common-work-space-garage-d/7320087833.html,34.110908,-118.192405,POINT (-118.192405 34.110908),amenities,True
11,11,Renovated 1 Bed in Highland Park ^ A/C ^ Laundry Facility ^ Call Us,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-bed-in-highland/7323394710.html""></div>
</div>
<a class=""show-contact"" data-href=""/reply/lax/apa/7323394710/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
<br/>
property features:<br/>
- laundry on-site<br/>
<br/>
apartment home features:<br/>
- gas range<br/>
- hardwood style floors throughout<br/>
- air conditioning<br/>
- ceiling fan<br/>
- dishwasher <br/>
- disposal<br/>
- microwave <br/>
- stainless steel appliances<br/>
- refrigerator<br/>
<br/>
pet-friendly:<br/>
cats and dogs welcome. <br/>
additional fees and deposit may apply. <br/>
call for details and restrictions.<br/>
<br/>
<br/>
315 south avenue 55<br/>
highland park, ca<br/>
90042<br/>
<br/>
<br/>
</section>", (Highland Park),"$1,850",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-bed-in-highland/7323394710.html,34.103609,-118.194491,POINT (-118.194491 34.103609),art,True
12,12,"HIGHLAND PARK 1 Bedroom With Stainless Steel Appls, A/C, UPGRADED","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-highland-park-bedroom-with/7326108670.html""></div>
</div>
welcome home to 315 south avenue 55, located in highland park, ca. we offer renovated apartments with features such as stainless steel appliances, hardwood style floors, refrigerator, air conditioning, and more.<br/>
<br/>
<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7326108670/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
<br/>
www.315southavenue55.com<br/>
<br/>
<br/>
apartment amenities<br/>
- air conditioning<br/>
- ceiling fan<br/>
- dishwasher <br/>
- disposal<br/>
- microwave <br/>
- gas range<br/>
- hardwood style floors throughout<br/>
- stainless steel appliances<br/>
- refrigerator<br/>
<br/>
<br/>
community amenities<br/>
- laundry on-site<br/>
<br/>
<br/>
pet policy<br/>
cats and dogs welcome. <br/>
additional fees and deposit may apply. <br/>
call for details and restrictions.<br/>
<br/>
<br/>
<br/>
315 south avenue 55<br/>
highland park, ca<br/>
90042<br/>
<br/>
<br/>
<br/>
square footage is approximate. <br/>
price and availability are subject to change.<br/>
<br/>
<br/>
<br/>
<br/>
close to 110 freeway, homestate, la fuente, blazing stone pizza, otium, yang chow, la zoo, griffth park, observatory, dodger stadium, elysian park, ernest e. debs park, old pasadena, food4less, ralphs, vons, trader joes, el super, one colorado, glendale fashion center, the americana, arts district la, pcc, lacm , la city college, abraham lincoln hs, franklin hs, mount washington es,  mt. washington pre-school.    </section>", (Highland Park),"$1,850",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-highland-park-bedroom-with/7326108670.html,34.103609,-118.194491,POINT (-118.194491 34.103609),art,True
13,13,Fun Studio Apartment near Highland Park! 440 sq ft!,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-fun-studio-apartment-near/7316325896.html""></div>
</div>
discover the best apartments for rent in southern california. pasadena park place is set in a diverse neighborhood known for its famous landmarks and peaceful atmosphere. our apartment community is a serene retreat amid the conveniences of city life. with sophisticated shopping, fantastic dining options, and many recreational parks nearby, you will find that our community is suited for every lifestyle. our close proximity to the 110 freeway places you just minutes from dodger stadium, staples center, and the vibrant scene of downtown la.<br/>
<br/>
apartment features<br/>
-abundant closet space<br/>
-separate dining areas<br/>
-spacious floor plans<br/>
-quality kitchen appliance package<br/>
-plush carpeting<br/>
-breakfast bar<br/>
-gas kitchens<br/>
-central heating and air conditioning<br/>
<br/>
community amenities<br/>
-electric vehicle chargers<br/>
-prompt maintenance<br/>
-fitness center<br/>
-courtesy patrol<br/>
-assigned parking<br/>
-laundry facility<br/>
-package acceptance<br/>
-friendly &amp; professional on-site management<br/>
-picnic areas<br/>
-entraguard entry system<br/>
<br/>
contact<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7316325896/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
website<br/>
https://www.pasadenaparkplace.com/<br/>
<br/>
address<br/>
101 bridewell st, los angeles, ca 90042<br/>
<br/>
pricing and availability are subject to change.<br/>
<br/>
</section>"," (Los Angeles, Highland Park, South Pasadena)","$1,606",,440.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-fun-studio-apartment-near/7316325896.html,34.113208,-118.177105,POINT (-118.177105 34.113208),art,True
14,14,1 Bedroom in Highland Park - Walk-in Closet - EV Charging Station,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-in-highland-park/7319011560.html""></div>
</div>
5800-20 marmion way highland park, ca 90042  <br/>
<br/>
<br/>
apartment features:<br/>
- private patio<br/>
- refrigerator*<br/>
- walk-in closet<br/>
- central air<br/>
- dishwasher<br/>
- energy efficient appliances<br/>
- electronic thermostat<br/>
- hardwood floors<br/>
- in unit washer and dryer<br/>
- microwave<br/>
<br/>
community features:<br/>
- common work space<br/>
- covered parking<br/>
- ev (electric vehicle) charging stations<br/>
- garage<br/>
- laundry facilities<br/>
<br/>
<br/>
pet policy<br/>
pets welcome with an additional deposit.<br/>
call for details and restrictions.<br/>
<br/>
square footage is approximate. <br/>
price and availability are subject to change.<br/>
</section>", (Highland Park/South Pasadena),"$1,965",1.0,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-in-highland-park/7319011560.html,34.110923,-118.192409,POINT (-118.192409 34.110923),art,True
15,15,RENOVATED 1 Bedroom 1 Bath in Highland Park | W/D | Wood Style Floors,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-bedroom-bath-in/7324413128.html""></div>
</div>
<h4>5800-20 marmion way, highland park, ca 90042<h4>
<u>amenities:</u><br/>
- dishwasher <br/>
- central air <br/>
- garage <br/>
- microwave <br/>
- covered parking <br/>
- open shelving <br/>
- hardwood floors <br/>
- walk-in closet <br/>
- electronic thermostat <br/>
- private patio <br/>
- laundry facilities <br/>
- refrigerator (in select units) <br/>
- in unit washer and dryer <br/>
- energy efficient appliances <br/>
- ev (electric vehicle) charging stations <br/>
- common work space <br/>
- mailroom <br/>
- off street parking <br/>
<br/><br/>
<u>pet policy:</u><br/>
pets welcome with an additional deposit. <br/>
call for details and restrictions. <br/>
<br/><br/>
</h4></h4> </section>",,"$1,965",1.0,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-bedroom-bath-in/7324413128.html,34.110908,-118.192405,POINT (-118.192405 34.110908),amenities,True
16,16,1 br + den - PRICE REDUCED - Remodeled Unit in Popular Highland Park,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-br-den-price-reduced/7326106004.html""></div>
</div>
spacious unit with open kitchen, living room, dining room. <br/>
new hardwood flooring thru-out. walk-in closet. a/c and ceiling fan.<br/>
new kitchen countertops and sink. stove, refrigerator, and microwave available.<br/>
newly remodeled bathroom with new tiles, bathtub, vanity, and flooring.<br/>
newly painted unit.<br/>
<br/>
2 free covered parking spaces. laundry on-site. gated access.<br/>
walking distance to metro rail, bus stops, supermarket, shops, restaurants.<br/>
minutes to freeways and downtown la.<br/>
<br/>
easy showing. call or text ""al"" at  <a class=""show-contact"" data-href=""/reply/lax/apa/7326106004/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
se habla espanol    </section>"," (Highland Park, So Pasadena, Eagle Rock)","$1,950",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-br-den-price-reduced/7326106004.html,34.104153,-118.200594,POINT (-118.200594 34.104153),walk,True
17,17,Affordable 2 Bedroom Apartment near Highland Park!!,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-affordable-bedroom/7324027855.html""></div>
</div>
discover the best apartments for rent in southern california. pasadena park place is set in a diverse neighborhood known for its famous landmarks and peaceful atmosphere. our apartment community is a serene retreat amid the conveniences of city life. with sophisticated shopping, fantastic dining options, and many recreational parks nearby, you will find that our community is suited for every lifestyle. our close proximity to the 110 freeway places you just minutes from dodger stadium, staples center, and the vibrant scene of downtown la.<br/>
<br/>
amenities and features<br/>
-abundant closet space<br/>
-fitness center<br/>
-separate dining areas<br/>
-courtesy patrol<br/>
-picnic areas<br/>
-spacious floor plans<br/>
-entraguard entry system<br/>
-soothing spa<br/>
-breakfast bar<br/>
-package acceptance<br/>
-plush carpeting<br/>
-gas kitchens<br/>
<br/>
contact<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7324027855/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
https://www.pasadenaparkplace.com/<br/>
101 bridewell st, los angeles, ca 90042<br/>
<br/>
pricing and availability are subject to change.<br/>
<br/>
</section>"," (Los Angeles, Highland Park, South Pasadena)","$2,068",2.0,830.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-affordable-bedroom/7324027855.html,34.113208,-118.177105,POINT (-118.177105 34.113208),affordable,True
18,18,1 br + den - PRICE REDUCED - Remodeled Unit in Popular Highland Park,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-br-den-price-reduced/7326060193.html""></div>
</div>
spacious unit with open kitchen, living room, dining room. <br/>
new hardwood flooring thru-out. walk-in closet. a/c and ceiling fan.<br/>
new kitchen countertops and sink. stove, refrigerator, and microwave available.<br/>
newly remodeled bathroom with new tiles, bathtub, vanity, and flooring.<br/>
newly painted unit.<br/>
<br/>
2 free covered parking spaces. laundry on-site. gated access.<br/>
walking distance to metro rail, bus stops, supermarket, shops, restaurants.<br/>
minutes to freeways and downtown la.<br/>
<br/>
easy showing. call or text ""al"" at  <a class=""show-contact"" data-href=""/reply/lax/apa/7326060193/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
se habla espanol    </section>"," (Highland Park, So Pasadena, Eagle Rock)","$1,950",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-br-den-price-reduced/7326060193.html,34.104153,-118.200594,POINT (-118.200594 34.104153),walk,True
19,19,"Renovated 1 Bedroom in Highland Park, Wood Style Floors, Central Air","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-bedroom-in/7326018110.html""></div>
</div>
unit availability : june 05, 2021<br/>
<br/>
<br/>
community amenities<br/>
- garage<br/>
- ev (electric vehicle) charging stations<br/>
- mailroom<br/>
- off street parking<br/>
- common work space<br/>
- covered parking<br/>
- laundry facilities<br/>
<br/>
apartment amenities<br/>
- in unit washer and dryer<br/>
- refrigerator (in select units)<br/>
- dishwasher<br/>
- energy efficient appliances<br/>
- electronic thermostat<br/>
- walk-in closet<br/>
- hardwood floors<br/>
- central air<br/>
- microwave<br/>
- open shelving<br/>
- private patio<br/>
<br/>
<br/>
5800-20 marmion way <br/>
highland park, ca<br/>
<br/>
</section>",,"$2,000",1.0,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-bedroom-in/7326018110.html,34.110908,-118.192405,POINT (-118.192405 34.110908),amenities,True
